index,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
2305,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
2306,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9
2307,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
2308,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
2309,I,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7
2310,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
2311,F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
2312,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
2313,I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12
2314,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
2315,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
2316,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
2317,M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
2318,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
2319,M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
2320,M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10
2321,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
2322,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
2323,I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11
2324,F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
2325,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
2326,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6
2327,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
2328,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
2329,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
2330,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8
2331,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
2332,M,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
2333,I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8
2334,F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20
2335,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
2336,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14
2337,I,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10
2338,F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9
2339,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
2340,F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9
2341,F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
2342,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
2343,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
2344,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
2345,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2346,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
2347,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
2348,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
2349,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
2350,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
2351,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
2352,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5
2353,I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
2354,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
2355,I,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6
2356,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7
2357,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
2358,M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
2359,F,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
2360,F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9
2361,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
2362,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
2363,I,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,7
2364,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
2365,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8
2366,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
2367,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
2368,F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14
2369,I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
2370,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15
2371,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
2372,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
2373,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8
2374,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
2375,I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
2376,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
2377,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
2378,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
2379,M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
2380,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
2381,I,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
2382,I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
2383,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9
2384,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
2385,M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13
2386,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
2387,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
2388,M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6
2389,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
2390,F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12
2391,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
2392,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
2393,M,0.68,0.54,0.155,1.534,0.671,0.379,0.384,10
2394,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
2395,I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7
2396,M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
2397,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
2398,M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
2399,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7
2400,I,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,8
2401,M,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,8
2402,F,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
2403,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8
2404,M,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
2405,F,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
2406,F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
2407,F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11
2408,M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
2409,I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6
2410,I,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7
2411,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
2412,M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10
2413,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
2414,M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
2415,I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10
2416,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
2417,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
2418,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
2419,M,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
2420,I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
2421,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
2422,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
2423,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
2424,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
2425,I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
2426,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
2427,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
2428,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
2429,M,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
2430,F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10
2431,F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
2432,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
2433,M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10
2434,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
2435,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
2436,I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8
2437,M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
2438,F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
2439,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
2440,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
2441,F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9
2442,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
2443,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
2444,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
2445,I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6
2446,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
2447,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14
2448,M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
2449,I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11
2450,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
2451,F,0.34,0.255,0.085,0.204,0.097,0.021,0.05,6
2452,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
2453,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
2454,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
2455,I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4
2456,F,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10
2457,F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
2458,I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
2459,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
2460,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
2461,M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
2462,M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
2463,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
2464,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8
2465,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11
2466,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7
2467,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
2468,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2469,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
2470,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
2471,F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
2472,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
2473,M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10
2474,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
2475,F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
2476,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
2477,M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12
2478,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
2479,I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13
2480,M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5
2481,I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
2482,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
2483,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
2484,I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
2485,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
2486,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
2487,F,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13
2488,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
2489,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8
2490,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
2491,F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
2492,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
2493,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8
2494,I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
2495,I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5
2496,M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15
2497,I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
2498,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
2499,M,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10
2500,F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10
2501,F,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
2502,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
2503,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
2504,M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
2505,M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11
2506,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
2507,I,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
2508,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
2509,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
2510,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
2511,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
2512,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
2513,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
2514,M,0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
2515,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
2516,I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5
2517,F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7
2518,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
2519,M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
2520,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
2521,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
2522,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
2523,F,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
2524,I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6
2525,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
2526,M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,11
2527,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
2528,M,0.63,0.505,0.155,1.105,0.492,0.226,0.325,11
2529,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
2530,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
2531,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
2532,F,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
2533,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
2534,F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
2535,I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
2536,I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
2537,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
2538,F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
2539,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
2540,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
2541,F,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9
2542,I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
2543,M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
2544,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
2545,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
2546,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
2547,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
2548,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
2549,M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9
2550,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
2551,M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
2552,I,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,9
2553,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
2554,I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8
2555,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
2556,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
2557,I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10
2558,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
2559,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9
2560,I,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6
2561,M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
2562,M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
2563,I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
2564,I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6
2565,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2566,M,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
2567,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
2568,F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
2569,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
2570,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
2571,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
2572,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
2573,M,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11
2574,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8
2575,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
2576,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
2577,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8
2578,I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8
2579,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13
2580,I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7
2581,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8
2582,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
2583,M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
2584,I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
2585,M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
2586,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
2587,I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
2588,I,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
2589,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
2590,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
2591,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
2592,M,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
2593,I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10
2594,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
2595,F,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11
2596,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
2597,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
2598,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
2599,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
2600,I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7
2601,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
2602,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8
2603,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
2604,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
2605,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
2606,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
2607,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
2608,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
2609,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
2610,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
2611,I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
2612,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
2613,M,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
2614,M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
2615,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
2616,I,0.515,0.385,0.125,0.572,0.237,0.1435,0.165,7
2617,F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
2618,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
2619,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11
2620,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
2621,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
2622,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13
2623,M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
2624,M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8
2625,M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
2626,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
2627,F,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
2628,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
2629,M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8
2630,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
2631,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
2632,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
2633,M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
2634,F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
2635,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
2636,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
2637,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5
2638,M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
2639,I,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7
2640,I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16
2641,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
2642,I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9
2643,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12
2644,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
2645,F,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
2646,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
2647,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
2648,M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
2649,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
2650,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
2651,F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
2652,M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
2653,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
2654,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
2655,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11
2656,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
2657,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7
2658,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
2659,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
2660,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
2661,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
2662,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
2663,I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
2664,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
2665,M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
2666,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
2667,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
2668,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
2669,M,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12
2670,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
2671,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
2672,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
2673,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12
2674,F,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
2675,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
2676,F,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14
2677,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
2678,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
2679,F,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9
2680,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
2681,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
2682,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
2683,M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
